student_id,prolog_score,haskell_score,TotalScore,BinaryScore,avDiffratioAlll,avDiffratioCompleted,avdiffDeadline.1,nmbrDecemberSubs,nmbrCompleteDecemberSubs,nmbrJanuarySubs,nmbrCompleteJanuarySubs,nmbrSuccessTestsJanuary,nbCompleteOnTimeSubs.1,nmbMorningSubsOnTIme,nmbDaySubsOnTIme,nmbNightSubsOnTIme,nmbrAlmostCheat.1,nmbrCheat.1,nmbrCheatOnTime.1,nmbMorningubsOnTImeCompleted,nmbDaySubsOnTImeCompleted,nmbNightSubsOnTImeCompleted,nmbMorningubsOnTImeCompleted.1,nmbDaySubsOnTImeCompleted.1,nmbNightSubsOnTImeCompleted.1,nbMorningCompleteSubs,nDayCompleteSubs,nbNightCompleteSubs,nbMorningSubs,nmbDaySubs,nmbNightSubs,nmbrOctoberSubs,nmbrCompleteOctoberSubs,avNmbrShort_05,avNmbrQuiteShort_075,avNmbrQuiteLong_15,avNmbrLong_2,avNmbrAroundSol_0.25,avStyleLengthCompltedSubsJanuary,avStyleLengthCompltedSubsOctober,avStyleLength,Avsubtime,nmbrCompleteSubs
a3d71ac66f475dfb20cd71fad571e7cc,8.5,8.6,17.1,1,0.79,0.91,0.87,44,8,50,7,333,5,0,52,0,22,1,0,0,5,0,0,5,0,8,20,0,20,110,0,9,8,0.22,0.11,0,0,0.56,201.71,0,94,2.02E+11,8
67d0e10177da6618dab978ef2ce20efc,10,7.1,17.1,1,0.87,0.93,0.83,96,8,8,0,12,29,0,245,0,69,4,2,0,29,0,0,29,0,0,46,0,5,311,8,35,15,0.49,0.2,0,0.09,0.2,0,11.73,571.83,2.02E+11,15
bd14d968407ed3c1cb1a0e0e07208eb9,7.6,9.5,17.1,1,0.87,1.05,0.77,1,0,0,0,0,17,0,200,0,52,5,5,0,17,0,0,17,0,0,19,0,0,209,0,9,2,0.11,0.67,0.22,0,0,0,46,372.63,2.02E+11,2
17750df998a28d8505d9564c4b8c0848,8.8,8.2,17,1,1.47,1.84,1.47,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,46,0,46,11,0.02,0.2,0.07,0.17,0.46,0,69.82,69.82,2.02E+11,11
f6d47e0c20ca9977960e3d84b2703d15,9,7.7,16.7,1,0.71,0.95,0.79,46,1,215,14,1132,12,0,134,0,51,6,2,0,12,0,0,12,0,0,42,1,0,440,7,53,7,0.42,0.32,0,0.06,0.15,1478.29,218.29,757.4,2.02E+11,7
5ff645b36dc06d77cf337ef101f3477d,10,6.7,16.7,1,0.75,0.96,0.71,28,4,9,0,117,34,0,137,0,27,2,1,0,34,0,0,34,0,2,55,0,23,242,0,74,17,0.47,0.24,0.11,0.03,0.15,0,0,475.02,2.02E+11,17
5f9899cadae1784f319a84575822c3b1,9.7,6.5,16.2,1,0.99,1.62,1.11,73,8,213,21,1389,9,0,168,0,33,0,0,0,9,0,0,9,0,13,64,2,88,551,11,115,30,0.37,0.2,0.13,0.03,0.17,3112.38,53.07,1041.22,2.02E+11,30
d8801ab4173e3ab1aa4853d7d1032187,7,9,16,1,0.8,0.86,0.8,2,0,0,0,0,43,0,207,0,18,3,3,0,43,0,0,43,0,0,53,0,0,221,0,194,38,0.35,0.26,0.02,0.04,0.27,0,49.79,82.87,2.02E+11,38
560f33b86b5ed7d7fb84735682fd2424,8,8,16,1,1.03,0.98,0.56,31,16,19,5,185,28,0,82,0,28,3,2,0,28,0,0,28,0,0,47,2,0,136,8,29,8,0.38,0.34,0,0,0.28,489.6,0,156.82,2.02E+11,8
6952b4839fa6337917fbb83c9df3674a,7.8,8,15.8,1,0.87,0.99,0.88,19,5,0,0,0,4,0,13,0,10,0,0,0,4,0,0,4,0,5,31,1,19,104,6,62,19,0.29,0.39,0,0.08,0.23,0,69.89,344.11,2.02E+11,19
5323499e3f6f7dea21659ee986ea24ab,5.8,9.8,15.6,1,1.01,1.29,1.34,363,67,311,65,2111,38,0,167,0,146,8,1,0,38,0,0,38,0,0,178,27,0,925,112,92,34,0.45,0.29,0,0.15,0.09,435.38,62.35,335.88,2.02E+11,34
90b9908a13e048f3b945f92a8b42c754,9,6.5,15.5,1,0.62,0.62,0.58,0,0,0,0,0,21,0,146,0,7,1,1,0,21,0,0,21,0,0,21,0,0,160,0,99,12,0.41,0.33,0.01,0,0.21,0,25.67,42.1,2.02E+11,12
41dc9a13d23c81369f9338ff7bcc300d,6,9.5,15.5,1,0.93,1.14,0.85,0,0,0,0,0,6,0,35,0,36,1,1,0,6,0,0,6,0,1,30,1,1,91,5,53,22,0.53,0.15,0.04,0.08,0.21,0,0,74.38,2.02E+11,22
6aa8aea6a09c65aabe76d93bef7b3943,7.4,8,15.4,1,0.96,1.12,0.65,38,9,360,59,997,29,0,183,0,111,8,2,0,29,0,0,29,0,3,91,14,13,563,59,23,4,0.26,0.39,0,0,0.35,463.8,81,422.52,2.02E+11,4
8d85b6803e45303bcf821dea90b3a031,6,9.3,15.3,1,0.74,0.92,0.71,0,0,456,74,2983,0,0,0,0,99,2,0,0,0,0,0,0,0,6,71,16,34,379,124,81,19,0.31,0.48,0.02,0.06,0.12,451.19,0,359.01,2.02E+11,19
8fa7e3a65722952f3deab80c85b560c4,6.4,8.8,15.2,1,0.68,1.36,0.62,3,2,43,3,213,0,0,0,0,4,0,0,0,0,0,0,0,0,2,15,0,2,82,0,32,9,0.28,0.59,0,0.03,0.09,6290.67,187.11,1209.18,2.02E+11,9
9877c49ce9fe65ec2132d18ba38c6d8d,9,6.2,15.2,1,0.78,0.9,0.38,233,34,71,27,422,11,0,90,0,80,7,1,0,11,0,0,11,0,0,70,9,0,404,63,44,3,0.61,0.36,0,0,0.02,660,0,577.47,2.02E+11,3
306cdf4dbb4a6d6747b1f023e51933d0,7.25,7.8,15.05,1,0.85,0.93,0.32,655,50,354,24,1378,0,0,0,0,212,11,0,0,0,0,0,0,0,21,74,5,399,906,22,32,4,0.91,0.06,0,0,0.03,2520.17,0,995.96,2.02E+11,4
22b2be13d64b20984023e0ddc6505306,8.5,6.5,15,1,0.48,0.48,0.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,9,2,1,0,0,0,0,0,0,0,2.02E+11,2
cc65896f2f0bf17dfeb5dba159c46bf5,7.4,7.5,14.9,1,1.1,1.88,0.68,20,11,87,5,518,4,0,8,0,24,2,0,0,4,0,0,4,0,2,35,9,16,172,50,14,6,0.07,0.86,0.07,0,0,129.6,70.67,158,2.02E+11,6
2f900d26b8fc529876313e901530f152,7.4,7.5,14.9,1,0.96,1.49,0.99,54,5,562,69,2229,4,0,48,0,114,7,0,0,4,0,0,4,0,19,95,2,71,750,33,122,23,0.43,0.28,0.01,0.11,0.14,479.42,90.78,448.41,2.02E+11,23
4ab657251e6d98cf8fc4d58005b90835,6.9,8,14.9,1,0.87,0.98,0.45,289,30,0,0,0,7,0,163,0,129,13,2,0,7,0,0,7,0,14,43,5,77,527,14,42,5,0.5,0.5,0,0,0,0,0,173.55,2.02E+11,5
9f2ab1b4ddeb13cca7f0799d50198409,8.2,6.5,14.7,1,0.81,1.17,3.93,182,15,290,29,1530,9,0,212,0,86,2,0,0,9,0,0,9,0,0,50,15,0,466,190,9,8,0.67,0,0,0.11,0.11,297.79,15.5,303.94,2.02E+11,8
ded5a1a69745f371361c8d634cfb69e1,5.7,9,14.7,1,0.83,0.89,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,5,1,0,0.2,0,0,0.8,0,0,0,2.02E+11,1
6bf470c690cb4e7c608faf81015d8d37,7.12,7.5,14.62,1,1.11,1.18,0.56,15,15,0,0,0,7,0,7,0,21,5,0,0,7,0,0,7,0,0,41,7,0,49,12,4,1,0.25,0.5,0,0,0.25,0,0,178.67,2.02E+11,1
7551da8bd3a13741caca89a9dc526d23,7,7.5,14.5,1,1.04,1.33,1.09,69,15,0,0,0,0,0,11,0,35,10,2,0,0,0,0,0,0,3,16,4,30,63,19,6,3,0,0,0,0,1,0,0,107.13,2.02E+11,3
a74f161566497c9fb41fdf9098407e58,7,7.5,14.5,1,0.82,1.07,0.53,11,2,79,20,282,26,0,136,0,56,3,1,0,26,0,0,26,0,0,48,0,0,226,0,77,19,0.65,0.12,0,0.01,0.22,226.2,17.47,166.17,2.02E+11,19
c5dfcea4e4cdabcac82e8bae0ed8bbe1,7.7,6.6,14.3,1,3.46,3.46,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,2.02E+11,1
1e9d36e9a130251bbf5b5662616aba4a,7.9,6.4,14.3,1,0.81,0.95,2.3,199,58,195,60,1240,0,0,15,0,65,5,0,0,0,0,0,0,0,31,90,0,61,336,0,2,2,0,0,0,0.5,0.5,164.93,0,242.68,2.02E+11,2
a8289d691ff405988b384477a48da430,6.1,8.1,14.2,1,1.6,1.57,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,4,8,0,11,9,0.09,0.27,0.09,0.18,0.36,0,0,0,2.02E+11,9
fec647e9e6a8830db714b0ec24f59bb5,5.7,8.5,14.2,1,0.82,0.97,0.92,126,60,0,0,0,24,0,93,0,46,6,2,0,24,0,0,24,0,15,57,17,53,201,37,62,12,0.32,0.26,0,0.08,0.34,0,6.67,183.33,2.02E+11,12
6bc1e0048b0f878f6ca3d292841a2458,5.5,8.6,14.1,1,0.89,1.05,1.01,104,42,9,2,34,29,0,136,0,42,8,6,0,29,0,0,29,0,0,59,11,0,214,24,22,14,0.18,0.36,0,0.05,0.41,162,85.43,480.34,2.02E+11,14
405b2fc6ffc9f97fd3fc23081702e0b5,9,5,14,1,0.88,1.04,1.3,212,24,383,83,1937,0,0,0,0,93,7,0,0,0,0,0,0,0,1,85,38,16,435,198,33,8,0.06,0.21,0.06,0.15,0.45,285.69,0,269.16,2.02E+11,8
cd308a7879dbe62951bba4c865e85d63,9.4,4.5,13.9,1,1.71,2.8,3.22,80,27,0,0,0,2,0,12,0,41,1,0,0,2,0,0,2,0,0,44,14,0,140,38,52,20,0.13,0,0.15,0.46,0.21,0,49.6,382.9,2.02E+11,20
62bfb33f19c40ce1ff7d45b42bf48f4d,4.9,9,13.9,1,1.24,1.34,1.85,24,12,4,1,15,4,0,6,0,7,1,0,0,4,0,0,4,0,0,30,17,0,78,34,25,8,0.12,0,0.36,0.24,0.08,0,235.5,298.21,2.02E+11,8
db3a8fff6c6356dd670b63e69437b42e,4.4,9.5,13.9,1,0.92,1.45,0.95,0,0,840,64,3346,0,0,0,0,158,3,0,0,0,0,0,0,0,0,55,14,0,725,168,53,5,0.11,0,0,0.02,0.87,335.88,111.2,319.59,2.02E+11,5
fca8ee584f4b7291a5e36c32a3f58fe3,6,7.9,13.9,1,0.87,0.99,0.6,235,17,541,62,3482,5,0,108,0,165,5,2,0,5,0,0,5,0,2,71,14,25,733,117,14,4,0.29,0.57,0,0,0.14,251.1,0,247.49,2.02E+11,4
d90effd88287ebdb22ed68e60b64e048,7.8,6,13.8,1,0.91,2.23,2.13,171,2,189,29,820,5,0,165,0,82,5,5,0,5,0,0,5,0,2,48,0,44,492,0,18,7,0.61,0.33,0,0.06,0,137.1,135.43,169.68,2.02E+11,7
ae381f50e1b5ecacfdd223a1b616db5e,7.5,6.2,13.7,1,1.04,1.29,1.71,9,7,7,5,27,17,0,62,0,17,1,1,0,17,0,0,17,0,2,44,0,3,140,0,46,17,0.26,0.22,0,0.33,0.13,8,4.71,107.91,2.02E+11,17
0aa9884c48b8b10ab9e15b20d8bae760,5.5,8.1,13.6,1,0.84,0.89,0.79,397,64,516,79,3734,2,0,2,0,161,3,0,0,2,0,0,2,0,14,124,32,83,654,233,17,11,0.24,0.24,0,0,0.41,1309.11,17.45,854.09,2.02E+11,11
8e38964d6e277e75ce24c421ed6225c5,7.5,6,13.5,1,0.95,1.09,2.09,62,13,8,3,3,23,0,237,0,81,8,5,0,23,0,0,23,0,0,40,0,0,329,5,3,2,0,0,0,0.33,0.33,20,0,288.6,2.02E+11,2
2a163f5b40d2368587ce1587ad4bd816,6,7.5,13.5,1,0.73,0.97,0.56,28,6,5,0,3,11,0,225,0,54,3,3,0,11,0,0,11,0,5,21,0,18,375,0,140,9,0.65,0.16,0.06,0.04,0.09,0,265.78,322.77,2.02E+11,9
36090035e82e891d6aaea59cafae57ea,7.4,6,13.4,1,0.75,0.86,1.72,0,0,35,17,22,0,0,0,0,25,1,0,0,0,0,0,0,0,2,54,4,2,183,4,8,3,0,0,0,0.12,0.5,58.82,0,43,2.02E+11,3
a043baa584e7c9815cc2b2ad5ed7967b,6.15,7.2,13.35,1,1,1.47,2.39,5,4,7,0,69,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,0,0,14,0,2,2,0,0,0,0.5,0.5,0,0,138.67,2.02E+11,2
0beb7f8567632f98215f144179142084,7,6.2,13.2,1,0.88,0.99,0.66,127,20,281,59,1927,15,0,137,0,67,2,2,0,15,0,0,15,0,30,76,0,91,511,0,108,13,0.54,0.19,0.02,0.06,0.18,606.92,15.08,417.51,2.02E+11,13
e95f9464514b71b3a032351157343b13,5,8,13,1,0.68,0.95,0.67,38,15,0,0,0,29,0,149,0,21,2,2,0,29,0,0,29,0,0,44,0,1,190,0,114,29,0.46,0.24,0.03,0.03,0.2,0,71.72,431.27,2.02E+11,29
795cf77eb62b95ef2d148043a088b0f3,7,6,13,1,1.05,1.89,1.17,32,14,13,4,67,5,0,121,0,41,2,0,0,5,0,0,5,0,12,31,0,25,237,0,60,15,0.28,0.45,0,0.02,0.15,2658,17.87,336.84,2.02E+11,15
cd01f4e716e472821517c8175babb3e2,5,8,13,1,0.84,0.93,0.46,70,28,0,0,0,11,0,142,0,54,16,2,0,11,0,0,11,0,0,41,0,0,195,0,15,6,0.4,0.6,0,0,0,0,0,248.2,2.02E+11,6
e2592ac64959031fb2fed2f0ea7c6885,7,6,13,1,0.61,0.7,0.46,0,0,0,0,0,8,0,68,0,12,0,0,0,8,0,0,8,0,0,8,0,0,69,0,50,5,0.66,0.26,0,0,0.08,0,0,310.5,2.02E+11,5
54a1b5af63977d858d818a5141547485,6.25,6.7,12.95,1,0.73,0.85,0.69,118,15,233,17,892,0,0,18,0,55,6,0,0,0,0,0,0,0,16,18,1,147,224,25,45,3,0.49,0.13,0,0,0.2,163.53,0,144.11,2.02E+11,3
3be4c84b8900b19744af22632a15bdd1,5.4,7.5,12.9,1,2.97,1.05,1.29,27,2,2,2,9,5,0,47,0,24,1,0,0,5,0,0,5,0,0,19,0,0,137,0,15,5,0,0.13,0,0.13,0.73,10,170.4,423.58,2.02E+11,5
062bda75337cafdfd614f6ce3765d301,6.8,6,12.8,1,1.09,1.06,0.64,128,14,0,0,0,33,0,282,0,43,0,0,0,33,0,0,33,0,0,44,0,0,329,0,15,10,0.2,0.47,0,0,0.33,0,52,261.18,2.02E+11,10
2f840e664922cd5532a517b4ddc49f0d,7,5.8,12.8,1,0.84,0.94,1.25,246,4,886,62,3851,0,0,0,0,159,11,0,0,0,0,0,0,0,4,29,34,98,626,417,9,1,0,0,0.11,0,0.67,339.87,0,363.22,2.02E+11,1
669d414a8547c6853f882e0245cbc662,5.2,7.5,12.7,1,1.4,0.92,0.57,224,34,130,20,142,16,0,186,0,52,6,1,0,16,0,0,16,0,28,56,0,61,498,0,36,9,0.58,0.08,0,0,0.33,70.2,209.33,398,2.02E+11,9
aa697914859b16ee577b6d04269560ec,3.7,9,12.7,1,1.66,3.13,1.54,2,0,0,0,0,15,0,150,0,36,1,1,0,15,0,0,15,0,0,26,1,0,238,1,56,11,0.68,0.25,0,0.04,0.04,0,128.73,412,2.02E+11,11
e15b36ccbb63f2fed070b975e0b9c960,4.12,8.5,12.62,1,0.97,1.01,1.88,148,11,545,70,2727,18,0,409,0,147,7,2,0,18,0,0,18,0,0,104,11,7,1057,82,100,13,0.24,0.11,0.08,0.23,0.31,195.2,45.85,255.3,2.02E+11,13
093ee5a67490d068f8e37d9e9403823b,7,5.6,12.6,1,0.77,0.99,1.07,14,3,259,35,1927,5,0,14,0,41,2,0,0,5,0,0,5,0,19,29,1,118,186,7,16,3,0.12,0.06,0,0,0.81,619.09,64,504.82,2.02E+11,3
726b7a2d27d7cf498094124df70d2338,5.6,7,12.6,1,0.91,1.24,0.95,262,35,491,113,2711,25,0,306,0,157,26,2,0,25,0,0,25,0,45,173,4,204,1016,45,178,25,0.31,0.25,0,0.09,0.34,102.41,10.56,168.79,2.02E+11,25
4b1a505a6cf977f5a88c9553ecbee878,6.5,6,12.5,1,0.68,0.67,0.57,0,0,0,0,0,10,0,58,0,8,0,0,0,10,0,0,10,0,0,10,0,0,59,0,39,6,0.49,0.21,0,0,0.31,0,0,127.6,2.02E+11,6
35860043edc46bfef5cbd1ad8fe51f2d,3.5,9,12.5,1,0.8,0.66,0.59,2,1,0,0,0,14,0,41,0,10,2,2,0,14,0,0,14,0,0,15,0,0,43,0,16,9,0.31,0.56,0,0,0.12,0,18.22,160.8,2.02E+11,9
276132dfc5ce74e800eea533b07a7899,7.15,5.3,12.45,1,0.94,1.17,0.74,23,5,11,4,70,13,0,64,0,28,4,1,0,13,0,0,13,0,6,47,0,18,205,0,76,20,0.55,0.13,0.11,0.04,0.14,614,96.4,232.08,2.02E+11,20
1e556e40ca7ea0baa34c29900fa35650,4.9,7.5,12.4,1,0.99,1.07,0.52,187,38,167,26,920,25,0,199,0,67,13,6,0,25,0,0,25,0,10,90,0,71,536,0,51,17,0.53,0.25,0,0,0.22,199.08,261.65,299.32,2.02E+11,17
59160cb7214ab89e89c754af4c6e1db0,5.8,6.5,12.3,1,0.85,1,1.03,243,42,70,19,473,21,0,192,0,75,10,7,0,21,0,0,21,0,0,86,19,0,428,92,22,13,0.18,0.18,0,0.05,0.59,129.05,110.46,280.3,2.02E+11,13
3ba7e1117f7dde1049ca63f6c716882b,6.7,5.6,12.3,1,1.11,1.88,1.63,148,17,108,12,452,20,0,428,0,168,8,6,0,20,0,0,20,0,15,68,0,96,747,0,222,29,0.5,0.26,0,0.1,0.14,53.67,125.93,109.73,2.02E+11,29
9b5976d69364cff675b96a47813f37a4,3.5,8.8,12.3,1,0.81,0.89,0.89,0,0,127,51,1086,0,0,0,0,34,2,0,0,0,0,0,0,0,0,52,10,0,138,18,29,11,0.41,0.17,0.1,0.03,0.24,358.35,154.91,322.26,2.02E+11,11
e02d70ac3373c0c23aef41f169b393e6,5.6,6.5,12.1,1,0.83,1.04,0.84,86,14,2,1,20,12,0,186,0,11,1,1,0,12,0,0,12,0,9,33,0,38,322,1,79,12,0.53,0.09,0,0.08,0.25,0,161,610.48,2.02E+11,12
2614b103fa66d4f6d58b490be8a4d69e,4.1,8,12.1,1,0.86,1.2,0.94,39,5,0,0,0,20,0,176,0,42,0,0,0,20,0,0,20,0,5,38,0,18,283,0,96,21,0.21,0.23,0.09,0.05,0.29,0,34.29,305.58,2.02E+11,21
34d5bb0146938ce2232480dd8b098c18,6,6,12,1,0.92,1.03,1.01,140,26,364,26,1568,32,0,255,0,143,5,2,0,32,0,0,32,0,3,66,3,73,673,24,59,5,0.12,0.17,0.19,0,0.37,141.54,16,403.44,2.02E+11,5
5b3a1970b575ed48c8bae36e49455847,3.5,8.5,12,1,1.31,5.18,0.7,895,86,804,43,4329,5,0,232,0,159,7,2,0,5,0,0,5,0,11,99,45,185,1259,473,114,14,0.37,0.27,0,0,0.2,681.02,133.43,743.23,2.02E+11,14
9ec45d80bd6891a59f591c6f5135ff69,8.5,3.5,12,1,0.42,0.44,0.48,0,0,0,0,0,12,0,83,0,3,0,0,0,12,0,0,12,0,1,16,0,15,87,0,83,12,0.63,0.23,0,0,0.14,0,6.33,9.65,2.02E+11,12
11575506f3a1ee6f14363e890da8e5a7,4,7.9,11.9,1,0.71,0.92,0.56,48,0,711,42,3454,9,0,110,0,131,4,2,0,9,0,0,9,0,5,55,0,193,800,0,105,9,0.5,0.26,0.01,0,0.2,226.38,104.89,190.8,2.02E+11,9
4d7c73f98b6436dea73429f3c190094d,5.5,6.4,11.9,1,0.9,1.25,1.05,29,6,0,0,0,15,0,103,0,72,7,1,0,15,0,0,15,0,1,26,0,3,263,0,18,4,0.44,0.22,0,0.11,0.22,0,87,518.22,2.02E+11,4
f9c75b44c754af2319e6f2fb63510098,3.4,8.5,11.9,1,0.89,0.91,0.75,93,7,115,28,666,2,0,149,0,41,3,1,0,2,0,0,2,0,1,59,0,7,432,0,82,10,0.22,0.5,0.02,0,0.17,152.29,71.2,152.2,2.02E+11,10
ef2fb32b1b00eb1ac656339d58449ab3,6.75,5,11.75,1,0.71,0.91,0.58,444,14,198,22,593,11,0,243,0,42,3,3,0,11,0,0,11,0,0,50,6,2,707,69,47,14,0.53,0.32,0,0.02,0.13,601.64,0,773.21,2.02E+11,14
41813e35741903092b6db36f66e9237c,4.7,7,11.7,1,0.85,1.16,0.74,100,21,134,29,1129,22,0,335,0,106,5,2,0,22,0,0,22,0,7,85,2,30,652,17,152,31,0.43,0.32,0.02,0.05,0.17,418.34,48.39,204.81,2.02E+11,31
286ab42c62a60e02aa2e30717b3908e1,3,8.5,11.5,1,0.73,1.03,0.85,56,7,272,28,1138,7,0,57,0,37,7,0,0,7,0,0,7,0,6,62,2,43,510,12,90,18,0.53,0.21,0.01,0.1,0.13,104.14,20.89,122.8,2.02E+11,18
8c6ac70cd4c155355b7b66b650ddca93,7,4.5,11.5,1,1.02,1.97,0.56,2,2,0,0,0,11,0,76,0,13,1,1,0,11,0,0,11,0,0,28,0,0,102,0,62,6,0.31,0.48,0,0,0.21,0,0,136.86,2.02E+11,6
8dee53cc0cef1e5f9474d9d59aba3fef,5.3,6,11.3,1,0.89,0.96,0.51,285,52,395,85,2478,5,0,191,0,146,12,1,0,5,0,0,5,0,13,139,0,51,834,0,58,7,0.48,0.4,0,0,0.12,224.14,48,357.26,2.02E+11,7
7ae29794ec46cd48990526c385a86ac2,4.72,6.5,11.22,1,1.58,2.97,4.44,66,1,271,28,1020,9,0,74,0,68,2,0,0,9,0,0,9,0,4,71,12,6,594,171,160,38,0.24,0.32,0.01,0.24,0.19,60.43,164.74,152.64,2.02E+11,38
