student_id;haskell_score;nb_Subs;nb_completeSubs;nb_mockSubs;nb_'Extra'Subs;nb_PointsAwarded;av_styleLength;av_subLength;av_errorLength;av_nmbSuccessTests;nb_SuccessTests;av_DiffRatio;av_CompletedDiffRatio;nb_CompletedMockSubs;av_CompletedStyleLength;nb_Completed'Extra';nb_CompletedPrevYears;av_CompletedPrevYears;nb_CompletedImportance2Subs;av_StyleLengthCompletedImportance2;av_CompletedImportance2SubsDiffRatio;nb_Importance2SuccessTests;nb_Importance3SuccessTests;nb_CompletedImportance3Subs;av_StyleLengthCompletedImportance3;av_CompletedImportance3SubsDiffRatio;nb_completed'Extra'Subs;av_Completed'Extra'SubsDiffRatio;nb_'Extra'SuccessTests;nb_MockSuccessTests;nb_PointsFirst2WeeksHaskell;nb_PointsLast2WeeksHaskell;avdiffDeadline1;nmbrDecemberSubs;nmbrCompleteDecemberSubs;nmbrJanuarySubs;nmbrCompleteJanuarySubs;nmbrSuccessTestsJanuary;nbCompleteOnTimeSubs1;nmbMorningSubsOnTIme;nmbDaySubsOnTIme;nmbNightSubsOnTIme;nmbrAlmostCheat1;nmbrCheat1;nmbrCheatOnTime1;nmbMorningubsOnTImeCompleted;nmbDaySubsOnTImeCompleted;nmbNightSubsOnTImeCompleted;nmbMorningubsOnTImeCompleted1;nmbDaySubsOnTImeCompleted1;nmbNightSubsOnTImeCompleted1;nbMorningCompleteSubs;nDayCompleteSubs;nmbDaySubs;nmbNightSubs;nmbrOctoberSubs;nmbrCompleteOctoberSubs;avNmbrShort_05;avNmbrQuiteShort_075;avNmbrQuiteLong_15;avNmbrLong_2;avNmbrAroundSol_025;avStyleLengthCompltedSubsJanuary;avStyleLengthCompltedSubsOctober;avStyleLength;succes
68e63245352dd7603f992d19d03583e0;9.50;296.00;14.00;60.00;16.00;788.00;854.35;2211.86;240.50;5.79;1713.00;3.36;1.03;1.00;672.57;0.00;0.00;0.00;0.00;0.00;0.00;37.00;622.00;1.00;3084.00;1.16;0.00;0.00;37.00;622.00;0.00;0.00;0.00;148.00;13.00;48.00;10.00;142.00;2.00;0.00;48.00;0.00;83.00;12.00;0.00;0.00;2.00;0.00;0.00;2.00;0.00;10.00;43.00;304.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;201.11;1.00
2155bc76cacb5ee651e8961029960a0d;6.50;1.00;0.00;0.00;0.00;0.00;200.00;764.00;0.00;4.00;4.00;0.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00
60eba4146d12b6996272184a29de5aba;0.50;49.00;0.00;47.00;0.00;0.00;1071.76;2848.73;469.63;1.14;56.00;0.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;52.00;0.00;0.00;0.00;0.00;0.00;0.00;52.00;0.00;0.00;0.00;0.00;0.00;64.00;1.00;102.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;68.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
224345904f96599a97d392ba0d35f8ae;0.50;224.00;14.00;9.00;16.00;1194.00;192.93;1076.86;188.91;5.08;1138.00;0.78;1.05;0.00;90.86;1.00;0.00;0.00;0.00;0.00;0.00;55.00;10.00;0.00;0.00;0.00;1.00;2.52;56.00;10.00;0.00;58.00;0.00;107.00;14.00;9.00;3.00;49.00;8.00;2.00;77.00;0.00;22.00;0.00;0.00;0.00;8.00;0.00;0.00;8.00;0.00;5.00;23.00;249.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;85.20;0.00
fe9ac78ed1b7ef1c0221dc88f0a1dd7d;2.00;10.00;0.00;1.00;0.00;0.00;562.80;1446.00;505.60;0.00;0.00;0.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;39.00;12.00;3.00;3.00;9.00;0.00;0.00;0.00;0.00;8.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;6.00;25.00;16.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.53;0.00
b504587112b67b1dac037e5c8014ad69;0.50;20.00;0.00;0.00;0.00;0.00;75.60;1101.40;227.80;2.90;58.00;0.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;16.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
8c89d9019f5bcc51207f9ea112711225;0.00;5.00;0.00;2.00;0.00;0.00;177.60;2492.80;273.60;0.00;0.00;0.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.00;1.00;5.00;0.00;0.00;0.00;0.00;4.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;5.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
e3462ef73c1f1953f085498c9d6b8ed5;10.00;824.00;60.00;354.00;79.00;2387.00;630.73;3786.19;374.69;5.42;4467.00;5.84;1.00;41.00;833.20;2.00;32.00;0.53;2.00;936.00;0.91;347.00;2905.00;41.00;1038.63;1.05;2.00;0.91;347.00;2905.00;220.00;420.00;20.68;439.00;49.00;55.00;10.00;375.00;20.00;0.00;359.00;76.00;65.00;1.00;0.00;0.00;16.00;4.00;0.00;16.00;4.00;0.00;59.00;691.00;136.00;3.00;3.00;0.33;0.00;0.00;0.67;0.00;825.00;0.00;717.23;1.00
a2a7730c94d2af5c7caee2d703c27a70;10.00;154.00;62.00;22.00;28.00;3240.00;580.70;2596.26;104.47;12.44;1916.00;1.01;0.96;7.00;497.10;16.00;4.00;0.06;15.00;285.60;0.92;392.00;376.00;7.00;1218.29;1.16;16.00;1.02;393.00;376.00;1540.00;420.00;0.71;55.00;18.00;29.00;4.00;289.00;26.00;0.00;61.00;6.00;30.00;1.00;1.00;0.00;24.00;2.00;0.00;24.00;2.00;7.00;53.00;149.00;6.00;2.00;0.00;0.00;1.00;0.00;0.00;0.00;1143.00;0.00;497.10;1.00
3beb4b55aa7ad8df7d3150fea0f075fe;8.50;909.00;21.00;435.00;0.00;1612.00;999.79;3205.01;494.16;2.91;2644.00;2.38;0.88;9.00;1811.81;0.00;9.00;0.43;0.00;0.00;0.00;0.00;1585.00;9.00;3939.56;0.81;0.00;0.00;0.00;1585.00;125.00;247.00;0.47;312.00;7.00;253.00;18.00;947.00;5.00;0.00;295.00;82.00;109.00;1.00;1.00;0.00;1.00;4.00;0.00;1.00;4.00;0.00;27.00;716.00;101.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;2048.00;0.00;1191.15;1.00
b92b0536c05879423ead1dfbc42b3ccf;9.50;785.00;72.00;233.00;78.00;2140.00;640.60;2370.46;272.24;6.16;4838.00;2.05;0.94;4.00;623.17;9.00;11.00;0.15;9.00;1309.33;0.98;367.00;1295.00;4.00;2137.00;1.00;9.00;0.98;367.00;1295.00;728.00;164.00;3.00;495.00;42.00;286.00;118.00;2433.00;10.00;0.00;313.00;3.00;136.00;29.00;0.00;0.00;10.00;0.00;0.00;10.00;0.00;46.00;142.00;1019.00;3.00;24.00;6.00;0.75;0.04;0.00;0.08;0.12;339.00;0.00;331.55;1.00
be1a277090ca2cf91fdb2776a872a968;9.00;541.00;14.00;99.00;56.00;1615.00;1123.17;3001.79;369.69;3.63;1964.00;0.89;1.02;0.00;761.14;1.00;0.00;0.00;1.00;580.00;1.27;392.00;651.00;0.00;0.00;0.00;1.00;1.27;392.00;651.00;0.00;0.00;2.27;275.00;5.00;47.00;11.00;310.00;9.00;0.00;380.00;10.00;115.00;5.00;0.00;0.00;7.00;2.00;0.00;7.00;2.00;2.00;38.00;616.00;58.00;64.00;19.00;0.33;0.09;0.08;0.38;0.12;12.00;0.00;244.17;1.00
a9d7388434829139e25b7b795466db39;6.00;803.00;30.00;238.00;154.00;3725.00;540.01;3260.11;363.00;5.04;4047.00;0.85;0.99;0.00;259.60;9.00;2.00;0.07;8.00;244.50;0.79;648.00;1250.00;0.00;0.00;0.00;9.00;0.98;649.00;1250.00;1495.00;305.00;1.38;253.00;7.00;173.00;5.00;1076.00;23.00;0.00;401.00;143.00;113.00;1.00;1.00;0.00;15.00;8.00;0.00;15.00;8.00;0.00;34.00;685.00;256.00;139.00;12.00;0.22;0.29;0.08;0.18;0.19;104.00;0.00;173.07;1.00
b32ac453bb99a14403309f1efdfd50f6;5.50;212.00;20.00;1.00;0.00;960.00;223.62;1216.45;282.08;4.30;912.00;0.86;0.94;0.00;304.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.12;0.00;0.00;20.00;6.00;109.00;5.00;0.00;124.00;2.00;49.00;3.00;2.00;0.00;4.00;1.00;0.00;4.00;1.00;0.00;25.00;219.00;25.00;31.00;11.00;0.10;0.16;0.00;0.10;0.58;494.00;0.00;190.25;1.00
7aa28a84b39d30935c3926e7c816499c;9.50;343.00;7.00;154.00;0.00;1341.00;1057.12;2889.32;268.26;6.22;2134.00;4.09;1.09;0.00;801.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1104.00;0.00;0.00;0.00;0.00;0.00;0.00;1104.00;0.00;376.00;0.45;174.00;6.00;59.00;5.00;184.00;2.00;1.00;210.00;0.00;58.00;4.00;1.00;0.00;2.00;0.00;0.00;2.00;0.00;0.00;21.00;382.00;0.00;10.00;4.00;0.90;0.10;0.00;0.00;0.00;26.00;0.00;439.24;1.00
7e722aa48ef9571d48cfa734e6a71fb0;8.00;333.00;26.00;258.00;22.00;1227.00;665.93;4033.92;335.16;5.44;1812.00;0.67;0.94;8.00;550.62;0.00;8.00;0.31;0.00;0.00;0.00;105.00;1352.00;8.00;724.50;0.85;0.00;0.00;105.00;1352.00;0.00;164.00;2.29;93.00;1.00;190.00;17.00;714.00;11.00;4.00;89.00;0.00;47.00;2.00;0.00;0.00;11.00;0.00;0.00;11.00;0.00;1.00;40.00;370.00;0.00;2.00;2.00;0.00;0.00;0.00;0.50;0.50;367.00;0.00;360.49;1.00
557d624893d0175b6a13d06978ce05b3;6.50;185.00;12.00;17.00;49.00;1196.00;294.59;1357.90;193.97;4.22;781.00;0.81;0.93;0.00;319.00;1.00;0.00;0.00;1.00;844.00;1.04;156.00;0.00;0.00;0.00;0.00;1.00;1.04;156.00;0.00;0.00;0.00;1.15;26.00;9.00;21.00;4.00;60.00;6.00;7.00;95.00;0.00;41.00;9.00;5.00;0.00;6.00;0.00;0.00;6.00;0.00;6.00;24.00;237.00;0.00;39.00;7.00;0.05;0.36;0.05;0.21;0.28;38.00;0.00;132.00;1.00
4e3fc20dba4fd735f33bfa6e97c52ff1;6.00;80.00;20.00;3.00;0.00;360.00;600.05;1144.50;69.10;8.75;700.00;0.80;0.93;0.00;587.60;0.00;1.00;0.05;0.00;0.00;0.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;0.00;0.00;2.19;2.00;0.00;106.00;34.00;568.00;2.00;0.00;5.00;0.00;17.00;1.00;0.00;0.00;2.00;0.00;0.00;2.00;0.00;16.00;28.00;126.00;8.00;2.00;2.00;0.00;0.00;0.00;0.50;0.50;182.00;0.00;279.00;1.00
a0ed9388475012981aafb8aaaeb3adec;5.00;458.00;31.00;1.00;52.00;885.00;382.54;1259.87;295.40;4.76;2182.00;3.13;0.92;0.00;352.39;3.00;0.00;0.00;3.00;602.67;1.00;270.00;18.00;0.00;0.00;0.00;3.00;1.00;270.00;18.00;0.00;0.00;5.87;14.00;2.00;136.00;40.00;988.00;3.00;0.00;125.00;0.00;127.00;11.00;5.00;0.00;3.00;0.00;0.00;3.00;0.00;4.00;52.00;450.00;0.00;6.00;2.00;0.00;0.17;0.00;0.17;0.67;348.00;0.00;308.86;1.00
67b38c0e76e43e6e96dda633eb92412a;4.50;280.00;123.00;83.00;84.00;0.00;547.89;2804.37;102.30;10.32;2889.00;1.24;1.32;8.00;420.68;40.00;0.00;0.00;38.00;527.89;1.35;779.00;588.00;8.00;1568.00;1.54;40.00;1.43;781.00;588.00;0.00;0.00;1.99;0.00;0.00;433.00;255.00;3703.00;0.00;0.00;0.00;0.00;40.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;117.00;195.00;278.00;40.00;9.00;0.18;0.42;0.00;0.22;0.18;218.00;0.00;210.58;0.00
51c02893004daced093dd280c6e5b466;2.00;383.00;17.00;89.00;45.00;1855.00;367.78;1646.17;292.02;3.04;1163.00;1.10;0.98;0.00;169.65;2.00;0.00;0.00;2.00;118.00;0.86;179.00;96.00;0.00;0.00;0.00;2.00;0.86;179.00;96.00;0.00;82.00;5.77;195.00;6.00;69.00;8.00;227.00;4.00;18.00;162.00;0.00;84.00;4.00;3.00;0.00;4.00;0.00;0.00;4.00;0.00;7.00;25.00;385.00;6.00;6.00;3.00;0.17;0.33;0.00;0.17;0.33;24.00;0.00;94.75;0.00
f24a9ec03468fa40bd16c3c16028d4e1;3.50;255.00;17.00;94.00;5.00;514.00;464.67;1564.63;210.07;4.37;1114.00;1.96;0.95;1.00;348.47;1.00;2.00;0.12;1.00;216.00;0.98;55.00;193.00;1.00;1092.00;1.02;1.00;0.98;55.00;193.00;0.00;0.00;1.41;131.00;14.00;16.00;2.00;128.00;0.00;0.00;56.00;0.00;32.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;24.00;237.00;16.00;7.00;3.00;0.00;0.29;0.00;0.14;0.43;546.00;0.00;238.71;0.00
64b178e36b4f035e5b3cbdf09a55e5d3;0.50;287.00;19.00;78.00;0.00;0.00;562.24;1400.52;149.74;5.17;1484.00;0.72;0.88;1.00;373.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;342.00;1.00;1092.00;1.00;0.00;0.00;0.00;342.00;0.00;0.00;1.00;69.00;7.00;318.00;31.00;1598.00;20.00;27.00;271.00;0.00;78.00;5.00;4.00;1.00;19.00;0.00;1.00;19.00;0.00;5.00;46.00;547.00;49.00;5.00;1.00;0.20;0.00;0.00;0.00;0.20;190.00;0.00;230.52;0.00
569e6991c410793b72ce3f44cbf534c1;0.00;487.00;21.00;31.00;70.00;735.00;372.03;1292.54;230.78;3.38;1644.00;0.91;1.00;0.00;536.57;5.00;0.00;0.00;5.00;1267.20;0.99;284.00;52.00;0.00;0.00;0.00;5.00;0.99;284.00;52.00;0.00;0.00;2.98;126.00;26.00;50.00;4.00;94.00;3.00;0.00;173.00;0.00;108.00;11.00;4.00;0.00;3.00;0.00;0.00;3.00;0.00;10.00;63.00;557.00;4.00;32.00;10.00;0.06;0.00;0.00;0.12;0.59;103.00;0.00;170.65;0.00
64b178e36b4f035e5b3cbdf09a55e5d3;0.50;287.00;19.00;78.00;0.00;0.00;562.24;1400.52;149.74;5.17;1484.00;0.72;0.88;1.00;373.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;342.00;1.00;1092.00;1.00;0.00;0.00;0.00;342.00;0.00;0.00;1.00;69.00;7.00;318.00;31.00;1598.00;20.00;27.00;271.00;0.00;78.00;5.00;4.00;1.00;19.00;0.00;1.00;19.00;0.00;5.00;46.00;547.00;49.00;5.00;1.00;0.20;0.00;0.00;0.00;0.20;190.00;0.00;230.52;0.00
a64c720a1733cced90b1dcb0bfaa4595;0.00;82.00;21.00;0.00;0.00;0.00;305.37;1375.71;187.27;6.65;545.00;4.86;0.98;0.00;395.43;0.00;1.00;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.83;84.00;31.00;67.00;29.00;571.00;0.00;0.00;0.00;0.00;50.00;14.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;45.00;114.00;32.00;3.00;0.00;0.00;0.00;0.00;0.00;1.00;286.00;0.00;172.07;0.00
927a91d8eac9ff89da1c9a720aebb232;10.00;448.00;38.00;84.00;103.00;3420.00;632.40;3345.91;372.17;4.58;2052.00;0.99;1.13;5.00;495.79;8.00;0.00;0.00;6.00;144.67;1.15;489.00;447.00;5.00;1472.80;1.02;8.00;1.77;491.00;447.00;1540.00;0.00;0.00;111.00;3.00;85.00;5.00;447.00;27.00;0.00;288.00;36.00;105.00;1.00;0.00;0.00;23.00;4.00;0.00;23.00;4.00;0.00;35.00;350.00;36.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1473.00;0.00;483.08;1.00
7647766cb2646e83ebbe31223e4b0dde;10.00;37.00;17.00;34.00;0.00;220.00;4146.49;7618.16;253.30;13.46;498.00;0.87;0.83;16.00;4581.88;0.00;15.00;0.88;0.00;0.00;0.00;0.00;466.00;16.00;4820.00;0.81;0.00;0.00;0.00;466.00;220.00;0.00;0.00;26.00;13.00;11.00;4.00;118.00;1.00;2.00;1.00;0.00;4.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;4.00;14.00;32.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5737.00;0.00;4327.33;1.00
68ae2f8da1ef681d5b1df38df9b5f3d2;10.00;1367.00;81.00;499.00;151.00;1343.00;786.22;3437.67;364.66;5.38;7358.00;1.14;0.88;12.00;572.54;13.00;30.00;0.37;12.00;550.67;0.91;879.00;2367.00;12.00;1199.00;0.68;13.00;1.03;880.00;2367.00;0.00;94.00;0.00;822.00;81.00;546.00;52.00;2628.00;12.00;36.00;307.00;89.00;264.00;10.00;3.00;1.00;6.00;5.00;1.00;6.00;5.00;35.00;101.00;1238.00;195.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;378.00;0.00;314.82;1.00
