student_id;prolog_score;nb_Subs;nb_CompleteSubs;av_CompleteSubs;nb_PointsAwarded;av_styleLength;av_ErrorLength;av_nmbSuccessTests;av_subLength;av_DiffRatio;nb_MockSubs;av_MockSubs;av_CompletedDiffRatio;nb_CompleteImportance3Subs;av_CompleteImportance3DiffRatio;av_MockDiffratio;nb_MockSuccessTests;nb_JanuaryImportance3SuccessTests;avdiffDeadline.1;nmbrDecemberSubs;nmbrCompleteDecemberSubs;nmbrJanuarySubs;nmbrCompleteJanuarySubs;nmbrSuccessTestsJanuary;nbCompleteOnTimeSubs.1;nmbMorningSubsOnTIme;nmbDaySubsOnTIme;nmbNightSubsOnTIme;nmbrAlmostCheat.1;nmbrCheat.1;nmbrCheatOnTime.1;nmbMorningubsOnTImeCompleted;nmbDaySubsOnTImeCompleted;nmbNightSubsOnTImeCompleted;nmbMorningubsOnTImeCompleted.1;nmbDaySubsOnTImeCompleted.1;nmbNightSubsOnTImeCompleted.1;nbMorningCompleteSubs;nDayCompleteSubs;nbNightCompleteSubs;nbMorningSubs;nmbDaySubs;nmbNightSubs;nmbrOctoberSubs;nmbrCompleteOctoberSubs;avNmbrShort_05;avNmbrQuiteShort_075;avNmbrQuiteLong_15;avNmbrLong_2;avNmbrAroundSol_0.25;avStyleLengthCompltedSubsJanuary;avStyleLengthCompltedSubsOctober;avStyleLength;binary_score;PointsFirst2WeeksProlog;nb_PointsLast2WeeksProlog
b92b0536c05879423ead1dfbc42b3ccf;45;363;104;29;393;9819;3626;501;7503;108;1;0;188;1;97;97;16;16;3;495;42;286;118;2433;10;0;313;3;136;29;0;0;10;0;0;10;0;46;142;0;126;1019;3;24;6;75;4;0;8;12;339;0;33155;0;0;0
4bd1135791ab4afe4d9f3215ea1705f8;3;25;19;76;890;2816;2288;628;58656;466;0;0;6;0;0;0;0;0;376;3;3;0;0;0;12;0;44;0;18;3;1;0;12;0;0;12;0;2;33;0;3;81;0;20;15;6;0;0;1;3;0;20;24526;0;170;0
be1a277090ca2cf91fdb2776a872a968;24;139;32;23;1228;3212;2118;454;54357;168;0;0;311;0;0;0;0;0;227;275;5;47;11;310;9;0;380;10;115;5;0;0;7;2;0;7;2;2;38;6;6;616;58;64;19;33;9;8;38;12;12;0;24417;0;600;0
4c52cb4b389af0960f478140229e0244;37;66;21;32;507;5497;921;385;61533;17;0;0;3;0;0;0;0;0;95;47;0;29;17;111;3;0;149;0;55;9;0;0;3;0;0;3;0;2;24;3;2;315;5;37;4;0;38;0;3;59;8;66;4345;0;507;0
4e3fc20dba4fd735f33bfa6e97c52ff1;48;81;24;3;240;4291;928;374;84904;196;0;0;264;0;0;0;0;0;219;2;0;106;34;568;2;0;5;0;17;1;0;0;2;0;0;2;0;16;28;0;27;126;8;2;2;0;0;0;5;5;182;0;279;0;240;0
b32ac453bb99a14403309f1efdfd50f6;15;32;12;38;1403;425;45;669;124938;215;0;0;426;0;0;0;0;0;212;0;0;20;6;109;5;0;124;2;49;3;2;0;4;1;0;4;1;0;25;7;0;219;25;31;11;1;16;0;1;58;494;0;19025;0;720;0
2e44816bce3457a098c46886c3d5f73e;4;323;42;13;624;15303;7163;308;133958;63;76;24;126;0;0;47;286;208;71;309;21;271;15;1663;14;1;195;55;69;3;2;0;10;4;0;10;4;0;78;5;42;795;129;114;25;63;16;0;1;6;337;0;15248;0;0;428
4f69381c9354fe51ea8fb8d275b8b046;0;138;25;18;1130;134;36;476;63754;123;2;1;365;1;14;12;1;1;143;212;10;150;6;364;9;16;309;0;89;4;0;0;9;0;0;9;0;6;34;0;56;671;6;84;13;2;37;5;4;35;32;45;1666;0;650;0
7aa28a84b39d30935c3926e7c816499c;10;40;9;23;240;1013;268;558;7145;141;1;3;409;0;0;1;0;0;45;174;6;59;5;184;2;1;210;0;58;4;1;0;2;0;0;2;0;0;21;0;1;382;0;10;4;9;1;0;0;0;26;0;43924;1;0;0
49f937d25b3b088e99fbd75499d9d55b;4;462;21;5;170;15313;1015;331;145755;6;196;42;84;2;14;45;767;581;4;602;38;362;7;1550;16;20;355;36;251;14;6;0;13;3;0;13;3;22;47;3;353;1227;36;24;1;1;0;0;0;0;82;0;33339;0;0;340
557d624893d0175b6a13d06978ce05b3;64;72;18;25;668;10133;5233;386;102639;95;0;0;118;0;0;0;0;0;115;26;9;21;4;60;6;7;95;0;41;9;5;0;6;0;0;6;0;6;24;0;20;237;0;39;7;5;36;5;21;28;38;0;132;1;668;0
4fd42877fcb7aee12967dcb8f9532944;85;70;10;14;540;1724;17474;463;201063;41;31;44;66;7;76;49;217;150;103;87;0;206;19;1359;1;0;3;0;33;0;0;0;1;0;0;1;0;6;13;2;107;184;7;4;2;25;0;0;0;25;536;0;48514;1;0;1080
67b38c0e76e43e6e96dda633eb92412a;48;193;136;7;1108;3799;1179;562;257988;182;11;6;219;6;122;71;6;6;199;0;0;433;255;3703;0;0;0;0;40;4;0;0;0;0;0;0;0;0;117;147;0;195;278;40;9;18;42;0;22;18;218;0;21058;0;720;0
a0ed9388475012981aafb8aaaeb3adec;44;79;23;29;240;29878;2137;581;86618;142;4;5;265;0;0;93;32;32;587;14;2;136;40;988;3;0;125;0;127;11;5;0;3;0;0;3;0;4;52;0;87;450;0;6;2;0;17;0;17;67;348;0;30886;0;0;0
726b7a2d27d7cf498094124df70d2338;56;273;67;25;770;8224;2888;603;94195;8;43;16;125;24;77;59;185;185;95;262;35;491;113;2711;25;0;306;0;157;26;2;0;25;0;0;25;0;45;173;4;204;1016;45;178;25;31;25;0;9;34;102;11;16879;1;290;0
726b7a2d27d7cf498094124df70d2338;56;273;67;25;770;8224;2888;603;94195;8;43;16;125;24;77;59;185;185;95;262;35;491;113;2711;25;0;306;0;157;26;2;0;25;0;0;25;0;45;173;4;204;1016;45;178;25;31;25;0;9;34;102;11;16879;1;290;0
51c02893004daced093dd280c6e5b466;47;95;15;16;468;6922;2055;384;84042;112;0;0;304;0;0;0;0;0;577;195;6;69;8;227;4;18;162;0;84;4;3;0;4;0;0;4;0;7;25;0;87;385;6;6;3;17;33;0;17;33;24;0;9475;0;0;0
f24a9ec03468fa40bd16c3c16028d4e1;5;11;5;45;240;1164;0;245;35927;119;0;0;188;0;0;0;0;0;141;131;14;16;2;128;0;0;56;0;32;1;0;0;0;0;0;0;0;2;24;2;13;237;16;7;3;0;29;0;14;43;546;0;23871;0;240;0
7716025badb98c78d5fc40467b228c9b;51;246;114;46;2423;7198;3148;434;132193;117;15;6;171;9;68;57;54;51;115;342;89;218;50;1756;19;0;316;0;134;12;2;0;19;0;0;19;0;29;188;0;137;892;0;91;38;48;22;2;8;16;697;11;35932;1;890;0
64b178e36b4f035e5b3cbdf09a55e5d3;3;63;13;21;0;4895;1206;552;52648;7;7;11;83;7;35;35;7;7;1;69;7;318;31;1598;20;27;271;0;78;5;4;1;19;0;1;19;0;5;46;3;63;547;49;5;1;2;0;0;0;2;190;0;23052;0;0;0
64b178e36b4f035e5b3cbdf09a55e5d3;3;63;13;21;0;4895;1206;552;52648;7;7;11;83;7;35;35;7;7;1;69;7;318;31;1598;20;27;271;0;78;5;4;1;19;0;1;19;0;5;46;3;63;547;49;5;1;2;0;0;0;2;190;0;23052;0;0;0
9877c49ce9fe65ec2132d18ba38c6d8d;9;196;40;2;373;22227;5573;312;210551;72;13;7;87;0;0;34;69;29;38;233;34;71;27;422;11;0;90;0;80;7;1;0;11;0;0;11;0;0;70;9;0;404;63;44;3;61;36;0;0;2;660;0;57747;1;0;506
569e6991c410793b72ce3f44cbf534c1;28;100;50;5;240;3804;2412;628;156132;224;0;0;361;0;0;0;0;0;298;126;26;50;4;94;3;0;173;0;108;11;4;0;3;0;0;3;0;10;63;1;26;557;4;32;10;6;0;0;12;59;103;0;17065;0;0;0
795cf77eb62b95ef2d148043a088b0f3;7;94;32;34;1010;2128;1813;569;77251;124;2;2;217;1;58;63;12;12;117;32;14;13;4;67;5;0;121;0;41;2;0;0;5;0;0;5;0;12;31;0;25;237;0;60;15;28;45;0;2;15;2658;18;33684;1;290;0
82f30b9d4f02403faf47b263748108ba;32;17;9;53;240;21576;16918;924;68047;72;0;0;72;0;0;0;0;0;56;207;5;121;7;521;10;11;301;0;104;6;4;2;8;0;2;8;0;9;30;0;89;586;0;10;7;1;9;0;0;0;775;243;76554;0;120;0
a64c720a1733cced90b1dcb0bfaa4595;0;72;30;42;66;4239;633;649;90067;184;0;0;263;0;0;0;0;0;83;84;31;67;29;571;0;0;0;0;50;14;0;0;0;0;0;0;0;5;45;10;8;114;32;3;0;0;0;0;0;1;286;0;17207;0;66;0
7647766cb2646e83ebbe31223e4b0dde;94;2;1;5;420;134;140;5;532;12;2;1;14;1;14;12;1;0;0;26;13;11;4;118;1;2;1;0;4;1;0;1;0;0;1;0;0;4;14;0;7;32;0;0;0;0;0;0;0;0;5737;0;432733;1;0;0
8d5f1f070d7cae438b4fc23cf2f59eac;2;15;7;47;841;8453;0;7;5512;29;0;0;544;0;0;0;0;0;9;57;2;0;0;0;5;0;89;0;26;2;0;0;5;0;0;5;0;1;16;0;14;154;7;14;6;14;43;0;7;36;0;142;39976;0;481;0
68ae2f8da1ef681d5b1df38df9b5f3d2;88;398;63;16;0;8899;7402;469;9262;83;60;15;134;12;42;34;374;374;0;822;81;546;52;2628;12;36;307;89;264;10;3;1;6;5;1;6;5;35;101;16;332;1238;195;0;0;0;0;0;0;0;378;0;31482;1;0;0
57885bd8b5915b7a6048a5b5379880bd;98;48;6;13;0;6117;465;425;310458;64;19;4;154;6;154;93;115;115;0;174;17;132;15;769;7;0;59;42;68;9;0;0;6;1;0;6;1;3;39;2;28;309;73;0;0;0;0;0;0;0;338;0;63464;1;0;0
9d9303891df4e8f96103e6d2c229b34a;96;125;34;27;0;3389;2019;399;109354;94;6;5;195;6;44;44;6;6;0;83;30;240;16;1015;7;20;84;0;80;6;0;2;5;0;2;5;0;27;40;0;123;432;0;0;0;0;0;0;0;0;1104;0;64573;1;0;0
b17d998e6aa8b0ea2b56fe6e2bdf12b7;7;104;16;15;170;12246;3462;303;120069;48;1;1;9;0;0;113;6;6;39;161;22;89;3;387;44;252;160;45;176;8;8;13;30;1;13;30;1;13;53;16;252;299;251;30;2;9;1;0;0;0;1240;0;54522;1;0;340
a5aac26648196da0e8cbee9c805ef528;47;179;34;19;2400;10659;3242;34;120878;95;16;9;209;1;31;27;17;17;122;154;8;362;25;1241;6;0;181;0;124;10;0;0;6;0;0;6;0;13;50;1;270;539;2;91;24;52;13;0;15;18;576;65;32613;0;1440;0
f31e5ee66cad0ad7756c9baff0d219c6;84;125;27;22;420;10336;3763;434;54829;12;4;3;196;2;14;16;2;1;0;56;1;279;36;1496;6;67;137;0;105;3;0;2;4;0;2;4;0;14;45;0;170;536;0;0;0;0;0;0;0;0;104;0;15234;1;0;0
bc94e0142fae95d399b085a43b686789;675;180;36;2;120;17813;7087;278;127478;76;17;9;92;5;115;6;31;1;47;367;22;262;47;1765;4;46;208;0;97;3;0;1;3;0;1;3;0;22;56;0;177;751;0;8;1;62;38;0;0;0;412;0;43718;1;0;240
75acf53944365f1f11c197d61d4d49b7;79;1;1;1;0;0;0;1;416;14;1;1;14;1;14;14;1;1;0;36;3;35;7;241;26;33;88;0;16;1;1;5;21;0;5;21;0;8;28;0;50;121;0;0;0;0;0;0;0;0;907;0;66022;1;0;0
a706bb348b2a0c23e35ae11e4d68fc17;24;266;76;29;988;902;3278;612;81752;99;1;0;17;1;97;97;16;16;97;34;0;366;84;1932;5;41;114;0;125;26;0;0;5;0;0;5;0;25;85;9;151;522;33;74;24;7;39;0;7;47;220;27;1883;0;600;0
cd3f31c00b35b19fefd635f1a2b89be6;325;18;3;17;253;1178;178;489;59756;7;1;6;57;0;0;23;6;0;33;78;0;25;2;45;4;0;18;0;7;2;1;0;4;0;0;4;0;0;8;0;0;145;0;6;1;1;0;0;0;0;0;0;2635;0;0;440
cd49b1ba2cda6d3c2ed2985165c3b899;8;211;29;14;486;16631;9101;428;199048;66;36;17;82;9;89;64;400;341;17;464;44;219;34;1954;2;36;12;0;139;6;0;1;1;0;1;1;0;18;86;0;255;700;0;4;1;1;0;0;0;0;585;0;74127;1;0;972
a86e85df2b2213979a8fe2f2991d88d9;68;195;44;23;927;9561;2829;615;127376;87;19;1;154;6;95;78;145;145;133;399;16;471;60;2966;30;139;509;50;185;12;0;2;25;3;2;25;3;38;85;11;308;1084;179;45;12;18;18;2;13;47;1671;115;133794;1;567;0
cd637744f199213fb62205f9d4b02076;35;150;22;15;748;16152;6501;337;84885;61;7;5;85;0;0;26;16;16;57;175;20;15;0;32;0;0;0;0;39;6;0;0;0;0;0;0;0;1;31;0;15;268;0;87;10;57;25;0;5;13;0;0;915;0;720;56
1f244c756e07a467135996c80c4c5c5e;92;128;21;16;0;10044;4594;41;69775;109;5;4;262;2;39;38;25;25;0;877;54;224;10;1606;7;0;469;0;196;16;5;0;7;0;0;7;0;9;65;0;151;1200;17;0;0;0;0;0;0;0;2960;0;148351;1;0;0
2ffdc8a45f97425d77d6253b9d4f7a35;84;64;6;9;0;1245;13163;427;178969;125;61;95;1051;3;35;3;270;270;0;125;6;113;11;740;0;0;46;51;34;3;0;0;0;0;0;0;0;5;13;0;46;145;51;0;0;0;0;0;0;0;916;0;832;1;0;0
6e3aeeb3a55f14853e751ee5956ac588;72;51;10;2;0;8604;1184;476;74996;82;0;0;164;0;0;0;0;0;0;294;10;239;22;1309;29;130;425;1;150;12;7;12;16;1;12;16;1;29;37;1;271;644;1;0;0;0;0;0;0;0;212;0;44131;1;0;0
ad737f5ea55311035d7dbf4541d9232b;66;181;35;19;3085;15014;3529;466;18783;121;5;3;232;2;14;13;14;13;128;109;6;88;28;702;25;28;267;26;56;5;2;4;21;0;4;21;0;20;65;1;87;494;30;143;26;34;16;8;8;22;697;129;81921;1;1523;0
9c9449805dfdbfeb74aa1a04806f342d;76;1;1;1;0;296;0;1;940;2;0;0;2;0;0;0;0;0;0;0;0;69;13;377;0;0;0;0;10;0;0;0;0;0;0;0;0;0;12;1;0;62;7;0;0;0;0;0;0;0;152;0;152;1;0;0
b0d68c3bd3d444c6f3317ceecd170622;3;128;27;21;1200;15759;9103;388;64328;14;0;0;263;0;0;0;0;0;14;83;6;47;5;314;8;12;105;4;44;7;1;0;8;0;0;8;0;3;29;10;34;345;57;79;21;23;14;3;6;41;76;182;33533;0;600;0
0956c2c7071ae611c2f740e3685ed470;71;4;4;1;0;143;0;15;463;218;0;0;218;0;0;0;0;0;0;0;0;36;17;233;0;0;0;0;10;1;0;0;0;0;0;0;0;2;19;3;6;41;3;0;0;0;0;0;0;0;372;0;48783;1;0;0
8fbf8cca40dcf9e0a345e9398f8dbae5;82;69;15;22;0;12249;3519;501;122058;75;8;12;105;2;69;6;65;65;0;0;0;503;33;2086;6;0;110;0;127;8;3;0;6;0;0;6;0;1;44;1;48;654;6;0;0;0;0;0;0;0;227;0;30252;1;0;0
632b43232d873d41428125ad82156660;86;198;43;22;420;15939;6186;234;365879;82;76;38;137;24;78;75;106;0;0;519;75;293;19;1505;0;0;0;0;109;0;0;0;0;0;0;0;0;48;52;2;295;530;4;0;0;0;0;0;0;0;2422;0;169525;1;0;0
