student_id,HaskellScore,BinaryScore,nb_Subs,nb_completeSubs,nb_mockSubs,nb_'Extra'Subs,nb_PointsAwarded,av_styleLength,av_subLength,av_errorLength,av_nmbSuccessTests,nb_SuccessTests,av_DiffRatio,av_CompletedDiffRatio,nb_CompletedMockSubs,av_CompletedStyleLength,nb_Completed'Extra',nb_CompletedPrevYears,av_CompletedPrevYears,nb_CompletedImportance2Subs,av_StyleLengthCompletedImportance2,av_CompletedImportance2SubsDiffRatio,nb_Importance2SuccessTests,nb_Importance3SuccessTests,nb_CompletedImportance3Subs,av_StyleLengthCompletedImportance3,av_CompletedImportance3SubsDiffRatio,nb_completed'Extra'Subs,av_Completed'Extra'SubsDiffRatio,nb_'Extra'SuccessTests,nb_MockSuccessTests,nb_PointsFirst2WeeksHaskell,nb_PointsLast2WeeksHaskell,avdiffDeadline.1,nmbrDecemberSubs,nmbrCompleteDecemberSubs,nmbrJanuarySubs,nmbrCompleteJanuarySubs,nmbrSuccessTestsJanuary,nbCompleteOnTimeSubs.1,nmbMorningSubsOnTIme,nmbDaySubsOnTIme,nmbNightSubsOnTIme,nmbrAlmostCheat.1,nmbrCheat.1,nmbrCheatOnTime.1,nmbMorningubsOnTImeCompleted,nmbDaySubsOnTImeCompleted,nmbNightSubsOnTImeCompleted,nmbMorningubsOnTImeCompleted.1,nmbDaySubsOnTImeCompleted.1,nmbNightSubsOnTImeCompleted.1,nbMorningCompleteSubs,nDayCompleteSubs,nbNightCompleteSubs,nbMorningSubs,nmbDaySubs,nmbNightSubs,nmbrOctoberSubs,nmbrCompleteOctoberSubs,avNmbrShort_05,avNmbrQuiteShort_075,avNmbrQuiteLong_15,avNmbrLong_2,avNmbrAroundSol_0.25,avStyleLengthCompltedSubsJanuary,avStyleLengthCompltedSubsOctober,avStyleLength,Avsubtime
19c38ee35080ee4b96611e9771b855b2,6,1,665,48,317,0,35,814.46,2362.2,307.72,5.67,3768,0.86,1,15,939.33,0,2,0.04,0,0,0,0,1894,15,2380.8,1.25,0,0,0,1894,0,35,0,716,59,166,19,772,0,0,2,35,124,5,0,0,0,0,0,0,0,13,55,10,133,621,128,0,0,0,0,0,0,0,355,0,579.79,0
958140c3dd5ec7cd8750adc8ea294378,7,1,502,30,144,0,543,556.04,1824.22,432.56,4.54,2277,0.81,0.95,6,742.53,0,6,0.2,0,0,0,0,807,6,1890.67,0.83,0,0,0,807,0,0,0,125,11,418,45,1940,0,0,26,0,80,2,0,0,0,0,0,0,0,20,34,5,136,453,42,0,0,0,0,0,0,0,375,0,389.76,0
a7e3f76010aa3dd353645d46df934a12,0,0,256,44,48,74,420,463.75,1939.16,240.14,7.27,1862,4.72,0.97,6,521,10,3,0.07,9,960.89,0.92,436,721,6,746,1,10,1.08,437,721,0,420,0,241,45,19,9,83,3,0,29,0,48,0,0,0,3,0,0,3,0,0,54,0,0,258,2,0,0,0,0,0,0,0,321,0,474,0
ab96626f60800d990bea36569ce3a817,4.5,0,131,3,38,0,8,397.28,1299.05,318.2,0.92,120,0.78,0.95,0,502.67,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,57,0,68,3,78,0,0,16,0,21,2,0,0,0,0,0,0,0,0,3,0,0,107,24,0,0,0,0,0,0,0,503,0,502.67,0
8726d14aabb8a0612ee7e2c038b73659,5.5,1,381,16,48,91,1818,389.98,1286.77,457.99,3.79,1445,0.81,0.94,0,425,4,0,0,4,631,0.88,465,53,0,0,0,4,0.88,465,53,1540,0,0,0,0,298,52,929,9,0,137,46,69,2,0,0,6,3,0,6,3,0,58,3,0,405,94,0,0,0,0,0,0,0,249,0,267.67,0
d57a967ed1ae95a2f8c3dfa8fa466b19,3.5,0,110,23,0,50,0,204.44,1191.85,210.15,5.45,600,0.85,0.97,0,217.74,7,0,0,6,470,0.83,208,0,0,0,0,7,1.07,209,0,0,0,0,36,5,222,78,1041,0,0,0,0,27,2,0,0,0,0,0,0,0,35,48,0,99,159,0,0,0,0,0,0,0,0,61,0,79.13,0
731d73b073df3e4bff70b89fc2f31323,10,1,426,83,111,89,4260,477.68,3820.38,393.17,8,3406,5.47,1.17,34,797.2,14,23,0.28,13,633.23,0.98,728,1414,34,1112.12,1.33,14,1.09,729,1414,1540,420,1,190,44,8,5,211,50,0,149,121,64,3,1,0,22,28,0,22,28,0,63,49,0,285,176,64,30,0.08,0.25,0,0.06,0.61,970,463,645.11,2.02E+11
d708902cfdde6b967ad225dd2fa74f34,10,1,530,63,120,113,4260,543.19,3438.08,237.18,6.1,3234,1.21,1.01,16,523.68,10,8,0.13,9,313.33,0.79,735,1046,16,794.75,1.2,10,0.97,736,1046,1540,0,1.03,182,18,90,13,567,50,78,347,15,127,2,0,13,37,0,13,37,0,15,94,0,113,541,15,97,36,0.55,0.22,0,0.08,0.15,282,39,320.51,2.02E+11
bf1eeefa71248ac09aef70f7bc770846,9,1,746,92,182,173,3984,569.71,2588.25,285.09,6.25,4660,2.39,0.92,10,476.57,19,14,0.15,18,86.89,0.87,1080,1180,10,942,0.81,19,0.96,1081,1180,1540,0,1.54,229,44,225,47,1768,28,18,286,24,132,3,1,1,19,8,1,19,8,17,143,21,95,822,90,166,39,0.37,0.2,0.02,0.08,0.32,306,62,272.2,2.02E+11
c83e71bf5144e9b6e60f5d8605c520e5,7.5,1,1135,73,334,138,1973,794.2,2512.11,462.2,4.81,5455,0.99,1.23,13,846.9,17,18,0.25,12,627.67,0.83,973,1692,13,2479.38,0.87,17,2.22,978,1692,0,70,1.62,421,27,634,109,3289,9,21,305,5,160,8,1,0,9,0,0,9,0,39,129,0,245,1175,25,47,17,0.32,0.11,0.02,0.09,0.32,393,165,410.33,2.02E+11
83ac5e2447cfb2b3becd5c434e08f108,8.5,1,919,66,293,151,3419,391.77,2203.45,384,5.82,5344,1.73,0.9,15,305.45,15,19,0.29,14,284.29,0.93,923,2105,15,618.93,0.95,15,1.04,924,2105,1540,0,2.28,275,56,284,29,2558,31,0,408,143,153,4,1,0,25,6,0,25,6,6,138,12,85,940,153,37,7,0.54,0.16,0,0.05,0.24,402,35,164.64,2.02E+11
a8836d86c27aaa231bac177797d12bc8,7,1,921,23,165,197,3368,664.13,1676.42,493.69,4.27,3937,1.88,1.01,0,285.57,7,0,0,6,265.33,0.87,757,506,0,0,0,7,1.1,758,506,1540,188,1.02,199,13,39,2,235,19,20,571,24,166,9,2,2,16,1,2,16,1,2,58,3,22,1107,30,229,25,0.39,0.27,0.02,0.07,0.2,10,95,815.37,2.02E+11
09500d3c864a02fbf4c800f5a305259e,7,1,427,28,194,49,1108,1920.47,3421.72,411.48,6.66,2844,5.7,1.14,10,2786.86,3,8,0.29,3,1700,1.14,268,1276,10,5826.4,1.2,3,1.14,268,1276,0,0,1.61,301,23,121,25,1226,6,0,40,4,82,4,1,0,4,2,0,4,2,1,73,8,18,536,18,62,23,0.06,0.35,0.13,0.1,0.21,1790,24,1106.68,2.02E+11
ad737f5ea55311035d7dbf4541d9232b,6.5,1,430,50,51,77,4260,1000.62,3050.41,265.93,5.89,2532,2.51,1.37,8,1330.08,14,6,0.12,12,917.67,1.19,533,531,8,3274.5,1.35,14,1.38,535,531,1540,0,1.28,109,6,88,28,702,25,28,267,26,56,5,2,4,21,0,4,21,0,20,65,1,87,494,30,143,26,0.34,0.16,0.08,0.08,0.22,697,129,819.21,2.02E+11
ded3953480e33642d98307db672b0c56,6,1,592,13,89,115,2170,1193.89,1981.84,293.24,4.65,2755,0.91,0.94,0,794.77,2,0,0,2,1118,0.84,560,678,0,0,0,2,0.84,560,678,0,36,1.64,98,7,57,4,500,6,44,334,6,79,4,3,0,5,1,0,5,1,9,24,1,100,549,7,47,13,0.51,0.11,0.09,0.11,0.17,195,76,391.18,2.02E+11
09500d3c864a02fbf4c800f5a305259e,7,1,427,28,194,49,1108,1920.47,3421.72,411.48,6.66,2844,5.7,1.14,10,2786.86,3,8,0.29,3,1700,1.14,268,1276,10,5826.4,1.2,3,1.14,268,1276,0,0,1.61,301,23,121,25,1226,6,0,40,4,82,4,1,0,4,2,0,4,2,1,73,8,18,536,18,62,23,0.06,0.35,0.13,0.1,0.21,1790,24,1106.68,2.02E+11
d87fd4d5c3dd8aae2d586b9c1a033f63,10,1,601,73,177,102,4260,284.03,3012.18,288.17,7,4210,3.57,0.87,18,336.38,16,14,0.19,15,141.87,0.84,595,1376,18,1036,0.82,16,0.94,596,1376,1540,0,1.06,133,31,261,33,1430,55,6,317,0,94,3,0,1,54,0,1,54,0,2,126,0,62,692,0,121,16,0.18,0.44,0,0.07,0.29,348,45,204.97,2.02E+11
fdd712806dab629531811ab11a4bd38a,9,1,726,25,0,92,3420,1822.56,2959.85,314.3,4.18,3037,4.35,1.22,0,3610.24,6,0,0,5,1923.2,0.84,544,0,0,0,0,6,1.12,545,0,1540,0,2.35,144,16,1,0,0,23,27,530,0,54,5,2,1,22,0,1,22,0,3,54,0,30,805,0,108,22,0.14,0.13,0.06,0.18,0.4,0,156,2691.44,2.02E+11
db77a291b4546f4e11fcdf2b4246366b,6.5,1,916,37,393,76,1284,878.69,2818.67,275.31,4.74,4342,1.17,1.05,5,1016.76,6,5,0.14,6,789.33,1.03,504,1848,5,3548.8,0.99,6,1.03,504,1848,0,94,1.37,505,21,218,24,901,8,35,238,0,147,9,1,0,8,0,0,8,0,6,80,0,104,951,0,100,23,0.27,0.3,0,0.16,0.23,595,11,484.28,2.02E+11
a706bb348b2a0c23e35ae11e4d68fc17,6.5,1,440,40,12,49,939,339.6,1287.4,228.32,4.21,1851,1.84,1,2,486.4,9,0,0,8,1008,0.89,302,77,2,1092,1,9,1.07,303,77,0,0,0.97,34,0,366,84,1932,5,41,114,0,125,26,0,0,5,0,0,5,0,25,85,9,151,522,33,74,24,0.07,0.39,0,0.07,0.47,220,27,188.3,2.02E+11
2397c3522cdac891621be1ac875cc447,6.5,1,337,40,146,0,530,471.22,2703.44,213.55,6.05,2039,0.76,0.93,17,745.4,0,15,0.38,0,0,0,0,967,17,1463.29,0.89,0,0,0,967,0,0,1.1,5,3,279,46,1779,4,1,73,0,69,6,0,0,4,0,0,4,0,30,42,0,122,333,0,76,18,0.21,0.51,0,0.03,0.24,625,15,425.44,2.02E+11
5f9899cadae1784f319a84575822c3b1,6.5,1,518,46,245,45,2390,1191.67,3493.16,392.93,5.62,2913,0.8,0.92,21,1753.13,2,18,0.39,2,826,0.94,231,1667,21,3299.05,0.88,2,0.94,231,1667,0,0,1.11,73,8,213,21,1389,9,0,168,0,33,0,0,0,9,0,0,9,0,13,64,2,88,551,11,115,30,0.37,0.2,0.13,0.03,0.17,3112,53,1041.22,2.02E+11
2f900d26b8fc529876313e901530f152,7.5,1,592,52,174,54,463,654.09,2328,382.02,4.5,2663,0.74,0.98,4,887.85,8,4,0.08,8,1596,0.89,417,526,4,2481,0.89,8,0.89,417,526,0,0,0.99,54,5,562,69,2229,4,0,48,0,114,7,0,0,4,0,0,4,0,19,95,2,71,750,33,122,23,0.43,0.28,0.01,0.11,0.14,479,91,448.41,2.02E+11
db3a8fff6c6356dd670b63e69437b42e,9.5,1,654,26,306,62,0,613.21,2740.07,358.58,3.78,2472,0.76,0.99,3,607.85,7,0,0,6,297.33,0.84,334,853,3,1760,1.02,7,1.08,335,853,0,0,0.95,0,0,840,64,3346,0,0,0,0,158,3,0,0,0,0,0,0,0,0,55,14,0,725,168,53,5,0.11,0,0,0.02,0.87,336,111,319.59,2.02E+11
795cf77eb62b95ef2d148043a088b0f3,6,1,168,11,9,0,1122,219.24,1425.64,328.76,4.7,789,0.92,0.96,1,1292.36,0,1,0.09,0,0,0,0,53,1,10632,0.6,0,0,0,53,0,0,1.17,32,14,13,4,67,5,0,121,0,41,2,0,0,5,0,0,5,0,12,31,0,25,237,0,60,15,0.28,0.45,0,0.02,0.15,2658,18,336.84,2.02E+11
3be4c84b8900b19744af22632a15bdd1,7.5,1,121,13,0,10,1187,389.45,1555.87,229.16,5.14,622,3.2,0.96,0,553.54,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,1.29,27,2,2,2,9,5,0,47,0,24,1,0,0,5,0,0,5,0,0,19,0,0,137,0,15,5,0,0.13,0,0.13,0.73,10,170,423.58,2.02E+11
7716025badb98c78d5fc40467b228c9b,6,1,783,90,184,88,1399,441.84,2074.09,259.09,5.09,3984,2.34,0.92,19,784.93,15,19,0.21,14,1319.71,0.9,677,856,19,1849.05,0.88,15,1,678,856,0,0,1.15,342,89,218,50,1756,19,0,316,0,134,12,2,0,19,0,0,19,0,29,188,0,137,892,0,91,38,0.48,0.22,0.02,0.08,0.16,697,11,359.32,2.02E+11
6da8a54723c1ed53525116e45e35a727,5,1,193,12,0,38,958,323.81,1141.58,313.1,4.12,795,0.87,0.99,0,332,0,0,0,0,0,0,194,0,0,0,0,0,0,194,0,0,0,33,11,1,2,0,2,6,0,84,0,27,4,2,0,6,0,0,6,0,0,15,0,2,198,0,3,3,0,0,0,1,0,0,88,283.2,2.02E+11
a5aac26648196da0e8cbee9c805ef528,6,1,632,30,128,88,1270,689.09,2478.34,469.19,4,2531,0.84,0.91,1,612.8,2,1,0.03,2,354,0.81,315,403,1,4064,1.1,2,0.81,315,403,220,0,1.22,154,8,362,25,1241,6,0,181,0,124,10,0,0,6,0,0,6,0,13,50,1,270,539,2,91,24,0.52,0.13,0,0.15,0.18,576,65,326.13,2.02E+11
d8e25bf159951bd2deb2f13180808d9e,6.5,1,836,55,261,122,1795,624.06,1994.33,255.8,5.91,4942,0.83,1.03,8,744,9,1,0.02,9,876.89,0.86,716,2100,8,2152,1.33,9,0.86,716,2100,0,0,1.01,348,44,395,55,2212,5,0,195,0,120,8,1,0,5,0,0,5,0,6,117,7,69,953,105,54,10,0.19,0.35,0.09,0.06,0.17,525,226,355.29,2.02E+11
4c52cb4b389af0960f478140229e0244,6,1,256,8,0,21,1212,337.39,1973.16,241.2,4.57,1171,0.83,0.88,0,107.5,0,0,0,0,0,0,148,0,0,0,0,0,0,148,0,193,0,0.95,47,0,29,17,111,3,0,149,0,55,9,0,0,3,0,0,3,0,2,24,3,2,315,5,37,4,0,0.38,0,0.03,0.59,8,66,43.45,2.02E+11
09f41f27c891e95e2f70a89266040b8e,5,1,172,5,29,5,125,318.02,1380.84,299.91,4.37,752,1.54,0.93,0,216,0,0,0,0,0,0,9,19,0,0,0,0,0,9,19,125,0,0.57,40,10,108,8,479,0,0,24,0,23,4,0,0,0,0,0,0,0,4,24,0,54,193,5,29,6,0.45,0.28,0,0,0.28,50,66,80.14,2.02E+11
05913c335ff55ca3cf7d163e0d733ee3,8,1,231,36,0,74,0,180.62,1141.37,230.55,8.42,1944,1.04,0.92,0,241.89,13,5,0.14,13,424.31,0.9,430,0,0,0,0,13,0.9,430,0,0,0,2.87,233,52,50,10,259,0,0,0,0,38,0,0,0,0,0,0,0,0,9,61,0,81,217,0,15,8,0,0,0.13,0.6,0.2,31,71,178.46,2.02E+11
66d6e7248bac3a745db922c987f51e31,1.5,0,309,29,0,62,353,348.34,1082.56,247.16,5.68,1755,1.11,0.99,0,431.45,6,0,0,5,604,0.93,480,0,0,0,0,6,1.19,481,0,0,0,0.44,181,22,119,23,783,2,0,59,0,73,10,0,0,2,0,0,2,0,9,40,0,66,334,0,1,1,1,0,0,0,0,143,284,267.76,2.02E+11
b7978f4543f443b87bab5e9c4014f12e,1,0,437,50,9,3,831,265.04,1331.86,315.41,4.51,1973,0.87,0.98,0,334.48,2,0,0,0,0,0,9,6,0,0,0,2,2.52,11,6,0,0,0.86,327,52,239,68,1310,4,0,144,0,128,6,1,0,4,0,0,4,0,52,83,0,258,506,0,42,7,0.1,0.4,0.02,0.02,0.45,199,18,155.91,2.02E+11
263bb00b9ef59bb5c0c4514f3e2e6296,2.5,0,204,30,27,5,720,417.67,1553.86,334.73,4.75,969,2.21,0.97,2,567.6,2,0,0,2,2686,0.83,43,101,2,1152,1,2,0.83,43,101,0,0,0.7,0,0,125,31,619,5,0,49,0,48,8,0,0,5,0,0,5,0,26,29,0,73,207,0,66,13,0.14,0.67,0,0.02,0.12,534,20,356.51,2.02E+11
