student_id,TotalScore,BinaryScore,nb_Subs,nb_completeSubs,nb_mockSubs,nb_'Extra'Subs,nb_PointsAwarded,av_styleLength,av_subLength,av_errorLength,av_nmbSuccessTests,nb_SuccessTests,av_DiffRatio,av_CompletedDiffRatio,nb_CompletedMockSubs,av_CompletedStyleLength,nb_Completed'Extra',nb_CompletedPrevYears,av_CompletedPrevYears,nb_CompletedImportance2Subs,av_StyleLengthCompletedImportance2,av_CompletedImportance2SubsDiffRatio,nb_Importance2SuccessTests,nb_Importance3SuccessTests,nb_CompletedImportance3Subs,av_StyleLengthCompletedImportance3,av_CompletedImportance3SubsDiffRatio,nb_completed'Extra'Subs,av_Completed'Extra'SubsDiffRatio,nb_'Extra'SuccessTests,nb_MockSuccessTests,nb_PointsFirst2WeeksHaskell,nb_PointsLast2WeeksHaskell,avdiffDeadline.1,nmbrDecemberSubs,nmbrCompleteDecemberSubs,nmbrJanuarySubs,nmbrCompleteJanuarySubs,nmbrSuccessTestsJanuary,nbCompleteOnTimeSubs.1,nmbMorningSubsOnTIme,nmbDaySubsOnTIme,nmbNightSubsOnTIme,nmbrAlmostCheat.1,nmbrCheat.1,nmbrCheatOnTime.1,nmbMorningubsOnTImeCompleted,nmbDaySubsOnTImeCompleted,nmbNightSubsOnTImeCompleted,nmbMorningubsOnTImeCompleted.1,nmbDaySubsOnTImeCompleted.1,nmbNightSubsOnTImeCompleted.1,nbMorningCompleteSubs,nDayCompleteSubs,nbNightCompleteSubs,nbMorningSubs,nmbDaySubs,nmbNightSubs,nmbrOctoberSubs,nmbrCompleteOctoberSubs,avNmbrShort_05,avNmbrQuiteShort_075,avNmbrQuiteLong_15,avNmbrLong_2,avNmbrAroundSol_0.25,avStyleLengthCompltedSubsJanuary,avStyleLengthCompltedSubsOctober,avStyleLength,Avsubtime
1b3389c4ef5d90bedb2a23843041ed68,7,1,416,46,93,54,2971,314.51,2591.91,307.2,9.38,3903,0.74,0.89,3,337.13,8,5,0.11,4,144,0.84,327,832,7,1105.71,0.76,8,0.9,551,616,1248,0,1.9,186,22,113,12,1077,15,46,56,0,56,1,0,2,13,0,2,13,0,15,44,21,154,223,153,31,9,0.26,0.16,0.03,0.42,0.13,724,0,246.85,2.02E+11
9d60b4d7a0c03e9d105a2b08900c27ed,6.7,1,266,24,35,31,1438,891.55,2197.71,257.86,6.92,1841,0.89,1.03,0,721.33,1,0,0,1,496,0.78,154,209,0,0,0,1,0.78,303,60,0,0,0.23,163,19,59,4,336,3,20,71,0,33,2,2,0,3,0,0,3,0,8,19,0,65,238,0,5,0,1,0,0,0,0,30,0,641.19,2.02E+11
a63e809e45b10d9b448eb0e42ef1dc30,6.7,1,240,8,154,7,892,684.6,2845.82,554.88,3.79,909,0.68,0.86,1,911.5,0,1,0.12,0,0,0,14,514,1,4116,0.93,0,0,14,514,0,0,0.23,100,2,115,3,533,2,0,26,0,34,0,0,0,2,0,0,2,0,2,8,0,95,187,0,3,0,1,0,0,0,0,1809,0,749.6,2.02E+11
852e96e1c38699fa8cbba0a2efb70f2d,4.6,0,119,17,34,0,1569,390.29,1999.23,208.71,7.45,887,0.81,0.89,0,217.88,0,0,0,0,0,0,0,134,0,0,0,0,0,0,134,1028,0,0.27,38,2,49,7,266,6,0,26,0,17,0,0,0,6,0,0,6,0,0,27,1,0,161,6,3,0,1,0,0,0,0,108,0,153.71,2.02E+11
4bad2737c0de0cc8e8e58ef64349b22a,3.6,0,480,23,156,115,1008,699.47,2600.53,520.98,5.18,2488,0.79,0.99,2,600.7,3,2,0.09,3,926.67,0.93,390,725,2,1624,1.59,3,0.93,514,601,1200,0,0.67,155,14,327,15,1672,0,2,4,0,90,4,0,0,0,0,0,0,0,2,33,1,78,507,10,16,2,0.5,0.12,0,0,0.38,386,0,399.78,2.02E+11
9da6695ac660014a49e424f50c51b6b5,5.3,1,557,34,286,40,295,957.01,3640.92,655.78,4.38,2440,0.85,0.99,10,1161.76,0,10,0.29,0,0,0,0,920,10,2892.8,1.01,0,0,144,920,0,0,0.27,569,36,55,6,133,0,0,0,0,118,6,0,0,0,0,0,0,0,23,19,0,225,402,0,3,0,1,0,0,0,0,35,0,945.43,2.02E+11
2d8c37a5003f4ed6209e0381992f43e7,5.4,1,967,28,259,67,2472,965.73,2308.68,728.67,4.29,4147,1.11,1.03,1,1070.71,0,1,0.04,0,0,0,176,1330,1,4920,1.47,0,0,176,1330,1354,0,0.36,343,14,280,2,1094,5,0,149,0,156,15,5,0,5,0,0,5,0,2,32,7,27,853,226,34,4,0.88,0,0,0,0.12,12,0,755.22,2.02E+11
589158ddb501e841a6ae3e105d3a60d3,6.9,1,275,28,128,30,50,652.26,3557.66,399.77,5.81,1597,0.72,0.83,6,643.43,5,6,0.21,3,144,0.84,156,547,8,1706.5,0.64,5,0.89,242,485,0,100,0.69,308,32,2,1,27,0,0,14,0,36,4,0,0,0,0,0,0,0,20,27,0,179,238,0,61,7,0.51,0.21,0,0.07,0.21,156,0,387.49,2.02E+11
f327b5118042c428a8a4aee38c562bd5,9.4,1,620,73,129,107,4280,1056.4,2418.46,319.74,7.38,4578,0.88,1,19,1903.23,7,14,0.19,7,1388.57,1.11,720,1024,19,4203.58,0.98,7,1.11,720,1024,3480,0,1.06,206,33,260,25,1735,39,66,326,0,115,3,3,6,33,0,6,33,0,22,97,0,233,689,2,85,17,0.28,0.08,0.33,0.04,0.26,1730,475,1264.74,2.02E+11
c255d5ab87f0d4fc12f3c725df81195b,3.7,0,165,20,6,0,21,250.98,1186.42,624,5.56,917,0.89,1.02,0,307.2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0.33,0,0,188,24,966,0,0,0,0,53,6,0,0,0,0,0,0,0,0,29,2,0,225,6,32,3,0.88,0.09,0,0,0.03,256,0,198.19,2.02E+11
ff095c82df21830b08192452e24e067d,2.5,0,626,35,117,0,252,458.79,1779.18,464,5.18,3244,1.16,1.01,1,509.37,0,0,0,0,0,0,0,502,1,1736,1.03,0,0,0,502,0,0,0.53,402,26,235,18,1563,0,0,0,0,154,21,0,0,0,0,0,0,0,4,55,2,45,772,3,42,3,0.48,0.38,0,0,0.14,552,0,321.77,2.02E+11
68d3998b8e5a4e3feb881dd104f18913,4.5,0,1183,40,285,4,1827,576.92,1854.59,592.97,3.39,4006,1.19,1.04,1,535.2,0,0,0,0,0,0,0,771,1,408,1.11,0,0,0,771,1462,0,0.32,273,17,627,32,2458,15,26,266,0,230,7,4,1,14,0,1,14,0,3,70,0,153,1277,0,74,2,0.84,0.16,0,0,0,279,0,307.29,2.02E+11
b252a94dd5c51487dcfde2482770f0a4,4.8,0,203,12,53,0,486,969.24,1701.1,666.46,2.47,502,0.81,0.95,0,344.67,0,0,0,0,0,0,0,114,0,0,0,0,0,0,114,480,0,0.46,0,0,225,21,794,6,0,14,0,32,8,0,0,6,0,0,6,0,0,25,3,0,275,40,7,1,0.71,0.29,0,0,0,128,0,174.29,2.02E+11
